org_uuid,industry,founded_year,score,raw_output
6c1d5607-6dbf-065a-7fbd-ef216410f669,Technology,2006,4.0,Answer: 4
ab6b94e2-3992-310a-391b-7840d4daf53a,Fintech,2011,4.0,Answer: 4
fc364954-d8f5-8e30-f417-442ea37af8cf,Media Entertainment and Gaming,2010,4.0,Answer: 4
ffe9c03c-7ffa-7798-356f-9c6ecfa0b4b0,Technology,2011,4.0,Answer: 4
ab07eb2d-21e1-b063-37b1-a6482069c937,Media Entertainment and Gaming,2010,4.0,Answer: 4
90e158e7-1e55-d99f-67d7-bda7cac50e40,Consumer Goods,2010,4.0,Answer: 4
391270be-a3bd-7f98-8798-9aa7ddf9e076,Technology,2010,4.0,Answer: 4
d1db466e-8eba-a7d8-dd25-efefcdc5a332,Technology,2011,4.0,Answer: 4
e9985fa7-6f89-51b0-e6e6-22ea94983e4d,Media Entertainment and Gaming,2011,4.0,Answer: 4
33b88695-7c3c-1840-9678-3ca21300d506,Technology,2010,4.0,Answer: 4
244ebc1f-7396-09de-4d50-cf5a76809a70,Consumer Goods,2011,4.0,Answer: 4
85d6e27d-8127-99d0-2b0f-151ab93acfd6,Cleantech,2008,5.0,Answer: 5
85d6e27d-8127-99d0-2b0f-151ab93acfd6,Life Sciences,2008,4.0,Answer: 4
43b101da-0cd1-ab2c-e4bc-407cd9978543,Transportation,2010,4.0,Answer: 4
43b101da-0cd1-ab2c-e4bc-407cd9978543,Technology,2010,4.0,Answer: 4
cdab390c-85da-304f-e117-c881cdeb6090,Technology,2009,4.0,Answer: 4
ebec8f12-566f-8019-da4e-5de84edf5d6e,Real Estate,2011,4.0,Answer: 4
712c7fd9-5160-600d-969b-ded345605c18,Media Entertainment and Gaming,2009,4.0,Answer: 4
712c7fd9-5160-600d-969b-ded345605c18,Consumer Goods,2009,4.0,Answer: 4
712c7fd9-5160-600d-969b-ded345605c18,Technology,2009,4.0,Answer: 4
08bf643e-9121-686e-0e74-c7a0946ea2d5,Technology,2007,4.0,Answer: 4
9b6dc529-5fe4-f45f-fef6-bd63478650d6,Life Sciences,2007,5.0,Answer: 5
9b6dc529-5fe4-f45f-fef6-bd63478650d6,Technology,2007,5.0,Answer: 5
9a745622-6f28-8323-4fa8-5adf5fa2dcef,Technology,2005,4.0,Answer: 4
98c5aab4-b0c3-a0c1-f725-4c26d83748e5,Technology,2005,4.0,Answer: 4
c96ec48b-7953-d1bf-ceb7-542164ed329f,Media Entertainment and Gaming,2010,4.0,Answer: 4
cf378934-e9d2-bc55-26f8-ebf45145655b,Technology,2011,5.0,Answer: 5
712d6d10-323b-d668-c8bb-660ac5fc0000,Technology,2010,4.0,Answer: 4
d111fec0-12e4-d5a3-b2b0-dda1b8994bec,Consumer Goods,2010,4.0,Answer: 4
0a54e8b2-d667-dfd3-f970-1e93befa1846,Cleantech,2008,5.0,Answer: 5
0a54e8b2-d667-dfd3-f970-1e93befa1846,Technology,2008,4.0,Answer: 4
8941018b-d199-b783-f6b4-a3b4038e92f2,Technology,2005,4.0,Answer: 4
465970e7-bff3-a0d3-dfba-d4c71f50689f,Consumer Goods,2008,3.0,Answer: 3
f7a02c6c-af61-5609-fa50-dba44c06b155,Life Sciences,2008,4.0,Answer: 4
f7a02c6c-af61-5609-fa50-dba44c06b155,Technology,2008,4.0,Answer: 4
66290dce-58f1-ce9a-d7df-e2ade9f0c2e3,Consumer Goods,2011,4.0,Answer: 4
66290dce-58f1-ce9a-d7df-e2ade9f0c2e3,Technology,2011,4.0,Answer: 4
81cc865e-433b-f9ed-7640-6ae50a25b64f,Technology,2010,4.0,Answer: 4
4a876d46-f29d-7e96-0b7a-ed52c8b0a0d2,Media Entertainment and Gaming,2011,4.0,Answer: 4
416097a4-a46d-1763-8afb-225521441145,Fintech,2009,4.0,Answer: 4
0944adb5-7890-3272-d352-d126000eee97,Media Entertainment and Gaming,2008,4.0,Answer: 4
0944adb5-7890-3272-d352-d126000eee97,Technology,2008,4.0,Answer: 4
b87e2c03-2aab-15b1-1fc0-179cec9d629e,Technology,2005,4.0,Answer: 4
f6dcf4f9-9a70-cc2a-da7c-dc3387a258ab,Technology,2009,4.0,Answer: 4
b52fedd9-9e5f-3890-4983-c09aba5b8812,Fintech,2005,3.0,Answer: 3
b52fedd9-9e5f-3890-4983-c09aba5b8812,Technology,2005,4.0,Answer: 4
ec638597-f501-eeb3-0c7a-1e23a0e2e895,Media Entertainment and Gaming,2009,4.0,Answer: 4
ec638597-f501-eeb3-0c7a-1e23a0e2e895,Consumer Goods,2009,4.0,Answer: 4
ec638597-f501-eeb3-0c7a-1e23a0e2e895,Technology,2009,4.0,Answer: 4
2a2f8eba-8aaa-6a8d-2980-35bc80dd4af2,Technology,2011,4.0,Answer: 4
578aa9f7-5548-4439-3406-1a5f1be21554,Media Entertainment and Gaming,2008,4.0,Answer: 4
578aa9f7-5548-4439-3406-1a5f1be21554,Technology,2008,3.0,Answer: 3
61a58dd2-3f57-ac8e-0a69-1f7e57a953a4,Fintech,2008,5.0,Answer: 5
61a58dd2-3f57-ac8e-0a69-1f7e57a953a4,Technology,2008,4.0,Answer: 4
b2f64ecb-708d-e2a2-3177-ca7b4548ef51,Technology,2011,4.0,Answer: 4
53e64a6a-f954-7bf3-b505-345db3d6c7bb,Technology,2011,5.0,Answer: 5
df77ba13-df03-8f87-fc58-0607662bc616,Media Entertainment and Gaming,2008,4.0,Answer: 4
2aa559ca-a488-90d0-83ec-18e3d20f21d9,Consumer Goods,2010,3.0,Answer: 3
65a23d6c-5ffb-66c2-fd09-a9f3b2cb5841,Technology,2008,4.0,Answer: 4
bf235b5a-d2a2-cb4c-7bfa-b131aa0289d0,Media Entertainment and Gaming,2011,3.0,Answer: 3
bf235b5a-d2a2-cb4c-7bfa-b131aa0289d0,Life Sciences,2011,4.0,Answer: 4
177b4d4e-49c1-9e82-a359-abee4f8f3ce2,Technology,2009,4.0,Answer: 4
d701b344-62c9-eb28-ef8a-f0ffc50d46b8,Media Entertainment and Gaming,2011,4.0,Answer: 4
d701b344-62c9-eb28-ef8a-f0ffc50d46b8,Life Sciences,2011,4.0,Answer: 4
d701b344-62c9-eb28-ef8a-f0ffc50d46b8,Technology,2011,4.0,Answer: 4
be669a7d-7467-6862-060d-efeca09260ab,Technology,2011,5.0,Answer: 5
8f3d6779-748d-2483-4786-76bd96e14f88,Technology,2011,4.0,Answer: 4
5836bc32-4cc0-e2ee-8aef-e6e577f068b7,Technology,2010,5.0,Answer: 5
f3e2b1c5-d0fe-c375-6e6e-763adc70c74c,Cleantech,2007,5.0,Answer: 5
f3e2b1c5-d0fe-c375-6e6e-763adc70c74c,Technology,2007,4.0,Answer: 4
69e63ec6-7a3c-1747-7741-baf4c917e786,Technology,2011,4.0,Answer: 4
887e63e2-535c-de4d-37e6-7d4a271916c3,Life Sciences,2009,4.0,Answer: 4
887e63e2-535c-de4d-37e6-7d4a271916c3,Technology,2009,4.0,Answer: 4
639578a4-3d4c-dee2-d4c0-790f31453189,Fintech,2007,2.0,Answer: 2
639578a4-3d4c-dee2-d4c0-790f31453189,Technology,2007,4.0,Answer: 4
cd26fcd3-b4d4-05ca-4aee-89d68c674359,Technology,2010,4.0,Answer: 4
2dcc8928-6231-f1cd-ad96-a01d991ababb,Consumer Goods,2010,4.0,Answer: 4
2dcc8928-6231-f1cd-ad96-a01d991ababb,Technology,2010,4.0,Answer: 4
7d1b3f30-f43b-7ac5-89bb-9a93b0a69def,Technology,2010,4.0,Answer: 4
fd62d066-8068-d7c7-e31a-f9108f983b20,Technology,2006,4.0,Answer: 4
b1ff4975-f5be-9416-8b72-8d7c284243f0,Fintech,2021,3.0,Answer: 3
b1ff4975-f5be-9416-8b72-8d7c284243f0,Life Sciences,2021,4.0,Answer: 4
a9371930-b8d3-5817-3c9d-891aae1613ba,Technology,2010,4.0,Answer: 4
ff6eb958-225a-2d31-e5e3-3c99b1f1fe64,Consumer Goods,2011,4.0,Answer: 4
ff6eb958-225a-2d31-e5e3-3c99b1f1fe64,Technology,2011,4.0,Answer: 4
969b8843-67b2-ed15-5e09-b50a5e0b693e,Technology,2010,4.0,Answer: 4
2572e5a9-3d76-237a-ab15-40c8789a8b6f,Media Entertainment and Gaming,2011,4.0,Answer: 4
2572e5a9-3d76-237a-ab15-40c8789a8b6f,Consumer Goods,2011,4.0,Answer: 4
2572e5a9-3d76-237a-ab15-40c8789a8b6f,Technology,2011,4.0,Answer: 4
25d1058b-966b-4f07-77b3-b83a00bd253e,Consumer Goods,2011,4.0,Answer: 4
25d1058b-966b-4f07-77b3-b83a00bd253e,Technology,2011,4.0,Answer: 4
6d0993db-d46a-03b8-69ac-f049bb521b9d,Transportation,2009,3.0,Answer: 3
85d41262-3b0f-5d43-0add-b4cb1637e1ff,Technology,2011,4.0,Answer: 4
2b0463c5-3058-107c-1f56-975729d7c944,Technology,2011,4.0,Answer: 4
26881779-e083-8723-1efc-ba3c7d662b1c,Fintech,2005,3.0,Answer: 3
b9e2fd3f-ffb9-34f0-8de4-30ba51a60b02,Media Entertainment and Gaming,2011,4.0,Answer: 4
b9e2fd3f-ffb9-34f0-8de4-30ba51a60b02,Consumer Goods,2011,4.0,Answer: 4
b9e2fd3f-ffb9-34f0-8de4-30ba51a60b02,Technology,2011,4.0,Answer: 4
fc4c7fee-a71b-596d-209c-9486e57922d2,Technology,2010,4.0,Answer: 4
9116f5de-461a-24fb-19a0-ffb5825b44ad,Technology,2011,4.0,Answer: 4
50732a83-9800-79ee-ffe3-6e22cfc14aab,Technology,2011,4.0,Answer: 4
69f450d0-e1f2-a55e-4891-a7dc069081e7,Consumer Goods,2011,4.0,Answer: 4
69f450d0-e1f2-a55e-4891-a7dc069081e7,Technology,2011,4.0,Answer: 4
24d3874f-03cf-848d-04ad-cf039f6001ba,Fintech,2011,4.0,Answer: 4
24d3874f-03cf-848d-04ad-cf039f6001ba,Consumer Goods,2011,4.0,Answer: 4
6c195e61-5019-94dd-97fe-aaf693a0d676,Transportation,2010,3.0,Answer: 3
6c195e61-5019-94dd-97fe-aaf693a0d676,Media Entertainment and Gaming,2010,4.0,Answer: 4
8099a53f-9638-0c32-fabc-22948bab0304,Life Sciences,2004,5.0,Answer: 5
c5503486-ccb2-11c1-be24-ac51d0ea9914,Fintech,2010,4.0,Answer: 4
c5503486-ccb2-11c1-be24-ac51d0ea9914,Technology,2010,4.0,Answer: 4
ccea5b8a-0592-964d-2801-5e070e988c82,Technology,2011,4.0,Answer: 4
d1df1084-44c1-7f71-e7f5-ea2be10e4664,Technology,2009,4.0,Answer: 4
461c0f5c-1d9f-27e4-84f5-ce9db6fd4783,Technology,2006,4.0,Answer: 4
c36d684f-c87d-f85d-2eef-95ac2b6dec0d,Life Sciences,2010,4.0,Answer: 4
ff91f4e4-2715-d154-6782-f670a3737635,Consumer Goods,2011,4.0,Answer: 4
43419baa-61d1-8cda-bb66-80e8f8cd86f9,Media Entertainment and Gaming,2006,4.0,Answer: 4
43419baa-61d1-8cda-bb66-80e8f8cd86f9,Technology,2006,4.0,Answer: 4
bd278634-c1da-6e06-c06e-1a8b554bf76a,Media Entertainment and Gaming,2011,3.0,Answer: 3
94ed2bd3-c1a1-44cf-d35a-8d91be1fef46,Media Entertainment and Gaming,2011,4.0,Answer: 4
94ed2bd3-c1a1-44cf-d35a-8d91be1fef46,Technology,2011,4.0,Answer: 4
0f3228ab-0592-d5d4-d1f9-d3f23864336e,Technology,2008,4.0,Answer: 4
893f5705-ef9d-c69d-7fe9-54e5104f96fd,Fintech,2010,4.0,Answer: 4
893f5705-ef9d-c69d-7fe9-54e5104f96fd,Consumer Goods,2010,4.0,Answer: 4
577c5f65-2b3a-1504-7da8-78171b45b07e,Life Sciences,2006,5.0,Answer: 5
ff0fd8b8-5553-e4df-bbdf-48e488890c17,Technology,2007,4.0,Answer: 4
18345cfd-f591-9bf3-dee1-c989986a96e1,Consumer Goods,2010,3.0,Answer: 3
18345cfd-f591-9bf3-dee1-c989986a96e1,Technology,2010,4.0,Answer: 4
5a93a9ff-6d62-66e8-f9b4-589be56b50d4,Technology,2010,5.0,Answer: 5
4213115d-f3c3-0588-9a24-8805f95a8ce8,Media Entertainment and Gaming,2011,4.0,Answer: 4
b84fffee-7134-db29-cacf-b2028b170470,Technology,2011,4.0,Answer: 4
42a356d5-aa82-a1dd-03d9-1eaacba65938,Technology,2011,4.0,Answer: 4
d65e0b28-afcc-74af-8db3-da11d1db4d09,Technology,2014,3.0,Answer: 3
11e76da3-38bd-5c3d-2b85-fa1c641ac46f,Technology,2011,4.0,Answer: 4
dd34c825-319f-11c5-0600-5ff2c173da6c,Technology,2011,4.0,Answer: 4
037a6606-e4cb-00a6-7fe8-34a30ac2f671,Consumer Goods,2010,4.0,Answer: 4
9dc17ebf-d2a1-beb4-2ab5-6a948458aa4f,Technology,2006,4.0,Answer: 4
c7169ea6-40d9-44f9-a9d7-491abaf4d4fa,Technology,2011,4.0,Answer: 4
3fe9d0c7-0ff9-e5ac-2d74-b6dd3e7e73bb,Life Sciences,2004,4.0,Answer: 4
3fe9d0c7-0ff9-e5ac-2d74-b6dd3e7e73bb,Technology,2004,4.0,Answer: 4
cf8c8541-6326-dd39-1ae2-0b8b246ab53b,Life Sciences,2009,4.0,Answer: 4
f220540b-8b70-281b-5e91-ab2f6a14ddb1,Consumer Goods,2009,3.0,Answer: 3
f220540b-8b70-281b-5e91-ab2f6a14ddb1,Technology,2009,3.0,Answer: 3
4c8f0018-a6a1-d07b-a902-e28eb51f115a,Media Entertainment and Gaming,2011,4.0,Answer: 4
61a0583f-9277-baf9-fd08-743b9416456d,Fintech,2011,3.0,Answer: 3
11565cd0-82b7-5931-c5f6-b50d4934621d,Technology,2011,4.0,Answer: 4
96b88dd2-cd8d-8d6a-faed-4c049efccad6,Media Entertainment and Gaming,2011,4.0,Answer: 4
96b88dd2-cd8d-8d6a-faed-4c049efccad6,Technology,2011,4.0,Answer: 4
be6be32e-ceca-7f4e-0863-fac1a33ef3d7,Fintech,2011,3.0,Answer: 3
be6be32e-ceca-7f4e-0863-fac1a33ef3d7,Consumer Goods,2011,4.0,Answer: 4
be6be32e-ceca-7f4e-0863-fac1a33ef3d7,Technology,2011,4.0,Answer: 4
1666d18c-136f-12bf-76c4-d096de9d919d,Telecom,2010,4.0,Answer: 4
1666d18c-136f-12bf-76c4-d096de9d919d,Technology,2010,4.0,Answer: 4
e4dc3e2d-f117-d942-63de-6410084e5852,Technology,2011,4.0,Answer: 4
f3a0a98f-096d-3396-0002-b857f894b4dc,Consumer Goods,2009,3.0,Answer: 3
f3a0a98f-096d-3396-0002-b857f894b4dc,Technology,2009,4.0,Answer: 4
01cf2d58-b868-5909-b5de-a7c91736420b,Technology,2005,4.0,Answer: 4
56207609-af1d-ca6e-9bad-1d17d57a4c38,Transportation,2005,3.0,Answer: 3
56207609-af1d-ca6e-9bad-1d17d57a4c38,Telecom,2005,4.0,Answer: 4
56207609-af1d-ca6e-9bad-1d17d57a4c38,Technology,2005,4.0,Answer: 4
56207609-af1d-ca6e-9bad-1d17d57a4c38,Cleantech,2005,5.0,Answer: 5
56207609-af1d-ca6e-9bad-1d17d57a4c38,Life Sciences,2005,5.0,Answer: 5
2ceb59f6-b98b-47d9-9234-e46075807a2c,Cleantech,2010,5.0,Answer: 5
2ceb59f6-b98b-47d9-9234-e46075807a2c,Fintech,2010,4.0,Answer: 4
2ceb59f6-b98b-47d9-9234-e46075807a2c,Technology,2010,4.0,Answer: 4
46adaad3-0532-1f75-08d4-be4a819ebf7c,Fintech,2005,3.0,Answer: 3
46adaad3-0532-1f75-08d4-be4a819ebf7c,Technology,2005,4.0,Answer: 4
2650200a-ed13-5455-9d0a-eb12eee46fe3,Technology,2010,4.0,Answer: 4
3884db6a-4efe-85d1-0ee9-ab479cb32549,Fintech,2013,4.0,Answer: 4
3884db6a-4efe-85d1-0ee9-ab479cb32549,Consumer Goods,2013,4.0,Answer: 4
3884db6a-4efe-85d1-0ee9-ab479cb32549,Technology,2013,4.0,Answer: 4
f0945401-0335-871d-b0cd-aeff06b54254,Life Sciences,2011,4.0,Answer: 4
f0945401-0335-871d-b0cd-aeff06b54254,Technology,2011,4.0,Answer: 4
9e9c69a6-4be9-16a2-f3c5-f7e1720c92a0,Technology,2011,4.0,Answer: 4
83ae11d8-e5ce-0ae1-05a7-cbaf6f955139,Technology,2007,5.0,Answer: 5
a89b0a1b-848e-f71c-a5c9-505a070d4220,Technology,2009,4.0,Answer: 4
efe8da80-51b3-954e-4f74-5159294f75ac,Technology,2008,4.0,Answer: 4
fdea10a1-8389-6570-c165-c37ec79fc3af,Technology,2010,4.0,Answer: 4
72e3942a-4f75-e674-20cd-b14ecaae963d,Technology,2010,4.0,Answer: 4
6e6507ed-8414-0451-4442-ff0f5fb10e30,Technology,2010,4.0,Answer: 4
6cfe1a54-b6d3-47b7-9f34-26f6d0b4adad,Consumer Goods,2011,4.0,Answer: 4
6cfe1a54-b6d3-47b7-9f34-26f6d0b4adad,Technology,2011,4.0,Answer: 4
7ca296df-7c1c-15de-4253-71f850b01b37,Technology,2010,4.0,Answer: 4
59232e8c-6bf9-93ae-29fa-c8c303350e84,Technology,2010,3.0,Answer: 3
d4334260-565c-06b0-b920-e7c750d486a0,Technology,2007,5.0,Answer: 5
f4e44970-07e1-19ea-25f4-348a958e0101,Technology,2013,4.0,Answer: 4
ed5da1d5-23cf-d9a1-b202-23ae1a7a87df,Technology,2011,4.0,Answer: 4
63e27dc9-3de6-6f06-7c08-2a8a4a5b873b,Media Entertainment and Gaming,2011,5.0,Answer: 5
63e27dc9-3de6-6f06-7c08-2a8a4a5b873b,Technology,2011,4.0,Answer: 4
64ccb61a-d457-7146-292f-78f577dc06e7,Fintech,2011,4.0,Answer: 4
64ccb61a-d457-7146-292f-78f577dc06e7,Technology,2011,4.0,Answer: 4
943cda4e-3852-3856-31cb-e97f0acb0f60,Consumer Goods,2011,4.0,Answer: 4
42aaa4ac-b2d9-afa2-29f1-f36e6fd455f9,Consumer Goods,2008,3.0,Answer: 3
04f265e2-8ac4-224e-eb9d-f0fa02a5410a,Technology,2008,4.0,Answer: 4
77ef2bcb-58ad-f183-6716-2cc5d9446b66,Fintech,2009,4.0,Answer: 4
77ef2bcb-58ad-f183-6716-2cc5d9446b66,Technology,2009,3.0,Answer: 3
74b63d01-a9e9-1c23-307b-b7d4cfb12b24,Technology,2018,4.0,Answer: 4
4139d136-5731-8d8f-88b7-47e22ebba22e,Media Entertainment and Gaming,2004,4.0,Answer: 4
4139d136-5731-8d8f-88b7-47e22ebba22e,Technology,2004,4.0,Answer: 4
aa1644bc-c542-7744-79d2-c4baeb424834,Consumer Goods,2010,4.0,Answer: 4
aa1644bc-c542-7744-79d2-c4baeb424834,Technology,2010,4.0,Answer: 4
fa22d11c-f186-981b-fc4f-cfa43eb85308,Life Sciences,2007,4.0,Answer: 4
fa22d11c-f186-981b-fc4f-cfa43eb85308,Technology,2007,4.0,Answer: 4
32854413-9c67-907d-f719-82f51b2cf843,Media Entertainment and Gaming,2010,5.0,Answer: 5
32854413-9c67-907d-f719-82f51b2cf843,Telecom,2010,4.0,Answer: 4
32854413-9c67-907d-f719-82f51b2cf843,Technology,2010,4.0,Answer: 4
0bebb924-6295-c9fb-5f54-39696bf8aa04,Technology,2011,4.0,Answer: 4
0c5a0b80-a984-f759-e1f1-36124b033619,Technology,2011,4.0,Answer: 4
6ec338ec-248f-6a3e-88c2-a84fb7fd369a,Media Entertainment and Gaming,2011,4.0,Answer: 4
6ec338ec-248f-6a3e-88c2-a84fb7fd369a,Technology,2011,4.0,Answer: 4
7271b4cc-b9f7-ae2f-8e8c-9a198cb091e5,Technology,2004,5.0,Answer: 5
528b4945-1dcc-6bc7-cda2-e3d9557e8ee8,Technology,2008,4.0,Answer: 4
bfc68071-0a2e-0d17-9339-e93308eaa652,Technology,2011,4.0,Answer: 4
3a1e3ec0-cafc-d37f-313c-d42098daa98c,Technology,2011,4.0,Answer: 4
c5d8d006-338f-904f-db6c-a59549cbc8b2,Life Sciences,2011,4.0,Answer: 4
c5d8d006-338f-904f-db6c-a59549cbc8b2,Technology,2011,4.0,Answer: 4
a1148e1a-ea31-5171-ab8c-ac947fe0ba4d,Technology,2010,4.0,Answer: 4
a4da019b-2bc6-f3ef-4d81-f851ee6c2925,Life Sciences,2010,5.0,Answer: 5
a4da019b-2bc6-f3ef-4d81-f851ee6c2925,Technology,2010,5.0,Answer: 5
8fe1e8e7-31cb-e12e-4765-586b6324a1eb,Technology,2009,4.0,Answer: 4
d2cc4075-9f98-dbfd-0dc3-2a1e59857fc6,Fintech,2016,3.0,Answer: 3
d2cc4075-9f98-dbfd-0dc3-2a1e59857fc6,Technology,2016,4.0,Answer: 4
92080cc3-4e33-3fb8-9542-d97ca5a15fe0,Technology,2010,4.0,Answer: 4
7c5422b7-7b8b-8eac-8bd2-7ce26bb34275,Technology,2010,4.0,Answer: 4
2631895d-2794-18e0-3b78-4619ffb48b65,Technology,2006,4.0,Answer: 4
14260df6-2feb-6842-f116-c5223c7f9b78,Technology,2011,4.0,Answer: 4
e7a9660a-036e-52ef-e520-7e8ed5511390,Technology,2010,4.0,Answer: 4
c594b04e-7791-67d4-e397-7d2179c844ff,Technology,2011,4.0,Answer: 4
b5185129-11ea-3eb3-f482-a2588590a1c2,Technology,2011,4.0,Answer: 4
287a3b7c-f3ac-0964-3266-e8da503ba574,Life Sciences,2010,4.0,Answer: 4
287a3b7c-f3ac-0964-3266-e8da503ba574,Technology,2010,4.0,Answer: 4
34fe4075-f735-e63b-d75e-87ad667ebc40,Technology,2011,4.0,Answer: 4
d0603c33-2efb-2e4f-da19-f091f5134e2c,Fintech,2011,4.0,Answer: 4
6e1ecb43-93f3-f9da-3bd8-333223f21d23,Transportation,2010,4.0,Answer: 4
b53aa8de-7ebd-4a17-38a7-31d3121ddaec,Life Sciences,2010,4.0,Answer: 4
b7fd0fe1-0774-ff3c-241d-a2711a652187,Life Sciences,2011,4.0,Answer: 4
b7fd0fe1-0774-ff3c-241d-a2711a652187,Technology,2011,4.0,Answer: 4
dde8b2b1-2e14-6dce-5bae-751f740b0b14,Technology,2011,4.0,Answer: 4
c34d3660-84a4-27c4-725f-669e6d664ebf,Life Sciences,2011,4.0,Answer: 4
b1aadb6d-033f-fd63-8e64-2e0b0f1e2c4d,Media Entertainment and Gaming,2011,4.0,Answer: 4
b1aadb6d-033f-fd63-8e64-2e0b0f1e2c4d,Technology,2011,4.0,Answer: 4
962851db-319c-a10d-34bc-e9e1c96ce209,Consumer Goods,2010,4.0,Answer: 4
d8265857-be65-ff4a-60fb-9d18ae742b04,Technology,2009,4.0,Answer: 4
d6642db3-e975-8cf0-ec22-f97d49188033,Transportation,2009,3.0,Answer: 3
d6642db3-e975-8cf0-ec22-f97d49188033,Fintech,2009,3.0,Answer: 3
d6642db3-e975-8cf0-ec22-f97d49188033,Technology,2009,3.0,Answer: 3
8f50e3b1-c78c-c830-10ea-c5a9817a579b,Fintech,2010,4.0,Answer: 4
a39c07b1-da6c-92a6-7455-5c5545564a36,Media Entertainment and Gaming,2008,4.0,Answer: 4
9af53df5-a8ed-1bbc-8ca6-485345bb91e1,Media Entertainment and Gaming,2010,3.0,Answer: 3
d672ddd7-f4bc-f948-f0b8-65e673d72a63,Technology,2011,4.0,Answer: 4
4d3f171f-3304-84f6-fe5e-6fb7310e5b53,Technology,2011,4.0,Answer: 4
7c7abd97-8ba6-c5de-9fac-11b776fcf24e,Consumer Goods,2011,4.0,Answer: 4
2df21332-966a-2f2a-63ef-7d3eef443627,Consumer Goods,2011,4.0,Answer: 4
8162ca93-0c45-6d08-859a-b98c45fbd696,Technology,2010,4.0,Answer: 4
d4f3b1ca-89a8-69aa-ed05-06cbb67fbe7d,Life Sciences,2007,4.0,Answer: 4
274e19ae-6fc4-0f79-6fb8-47b12688bace,Fintech,2009,5.0,Answer: 5
6ee840d6-303b-d806-1dc2-8f5370d8df94,Fintech,2011,4.0,Answer: 4
6ee840d6-303b-d806-1dc2-8f5370d8df94,Technology,2011,4.0,Answer: 4
7fed2694-e1a1-83b0-0edd-3d177acc12a0,Technology,2011,4.0,Answer: 4
7e72c34e-e1f6-147a-2d3f-f4f65dcbaf2a,Technology,2011,4.0,Answer: 4
1ce290d4-c46d-cbdf-8245-01376f3575e0,Technology,2009,1.0,Answer: 1
8ce1a384-4431-9943-fdd0-58bf8159562c,Consumer Goods,2009,3.0,Answer: 3
4e1ad2e0-8baf-e003-1f5a-8524b6f6db0b,Media Entertainment and Gaming,2009,4.0,Answer: 4
ebbacb49-a897-d88c-600f-be6aa20faf44,Consumer Goods,2011,4.0,Answer: 4
c93baff2-791f-62c8-c9f3-10e58942f7ad,Transportation,2011,4.0,Answer: 4
c93baff2-791f-62c8-c9f3-10e58942f7ad,Technology,2011,4.0,Answer: 4
cea0df99-0f32-526c-858e-e32d1c8b4652,Real Estate,2010,4.0,Answer: 4
cea0df99-0f32-526c-858e-e32d1c8b4652,Technology,2010,4.0,Answer: 4
3ee332d1-8882-4993-1fcc-b85d53386958,Life Sciences,2005,5.0,Answer: 5
6902d993-de30-ddb0-5637-3d8a47352b3f,Technology,2009,4.0,Answer: 4
61ed11ee-3f56-3d4e-83ab-e11e3f6dea0a,Fintech,2014,5.0,Answer: 5
61ed11ee-3f56-3d4e-83ab-e11e3f6dea0a,Technology,2014,4.0,Answer: 4
8adc0255-fdd0-ca37-82fb-2a9817a646d5,Consumer Goods,2011,4.0,Answer: 4
8adc0255-fdd0-ca37-82fb-2a9817a646d5,Technology,2011,4.0,Answer: 4
36354382-0b35-93f2-e8c8-b517c876d14e,Technology,2010,4.0,Answer: 4
fc57a11b-618e-9fdb-d5aa-175df28376f7,Cleantech,2007,5.0,Answer: 5
7a0655eb-8881-6856-8a3e-23b7840cc5da,Fintech,2016,4.0,Answer: 4
0f629980-7c82-9d83-f139-9e615319e515,Technology,2013,4.0,Answer: 4
9bef1a16-8b63-5f4d-e24e-b71a258f3365,Fintech,2007,3.0,Answer: 3
9bef1a16-8b63-5f4d-e24e-b71a258f3365,Consumer Goods,2007,4.0,Answer: 4
9bef1a16-8b63-5f4d-e24e-b71a258f3365,Technology,2007,4.0,Answer: 4
8e8d2c4c-3052-9a3e-2ac2-a402db1d88f9,Fintech,2004,3.0,Answer: 3
8e8d2c4c-3052-9a3e-2ac2-a402db1d88f9,Consumer Goods,2004,4.0,Answer: 4
8e8d2c4c-3052-9a3e-2ac2-a402db1d88f9,Technology,2004,5.0,Answer: 5
bf379852-57e2-fbdf-fb03-9a8e87e564d2,Transportation,2011,4.0,Answer: 4
bf379852-57e2-fbdf-fb03-9a8e87e564d2,Fintech,2011,2.0,Answer: 2
bf379852-57e2-fbdf-fb03-9a8e87e564d2,Consumer Goods,2011,4.0,Answer: 4
64edd923-4fb1-2f1a-57dd-171bb1146d93,Technology,2004,4.0,Answer: 4
a3533ce2-ec19-0d4b-7b76-a9c69fcf7e88,Technology,2005,4.0,Answer: 4
b1093d60-7df6-e371-1629-0cae29acc627,Technology,2011,4.0,Answer: 4
2d191bad-9c8d-ef09-7303-355a6465e7c2,Technology,2011,4.0,Answer: 4
8376f9ea-0f3a-127a-5bf8-17607fe58853,Technology,2010,4.0,Answer: 4
072a59fb-09ed-3dca-1174-95a23e748921,Technology,2014,4.0,Answer: 4
867ecfb3-9892-e5ae-9264-0d46142337c5,Consumer Goods,2011,4.0,Answer: 4
58ff5574-fa3b-a64b-6b85-365307a36461,Technology,2011,4.0,Answer: 4
6fa76957-983a-a174-4687-ab70f0b7c66f,Media Entertainment and Gaming,2011,3.0,Answer: 3
6fa76957-983a-a174-4687-ab70f0b7c66f,Technology,2011,4.0,Answer: 4
