org_uuid,org_name,score,raw_output
8d0d4470-dce3-f0ff-55fb-24dbb72e37d2,VersaMe,3.0,Answer: 3
1f416401-7695-f933-d924-bd45c9068956,ZenVault Medical,4.0,Answer: 4
c6341f85-ab84-8f07-7c72-6e19cca82914,Vivify Life,3.0,"Answer:
3"
cdf2d1dd-3fbb-3445-bcd1-d19e8d95fc03,Oyster,5.0,Answer: 5
d17e4f27-d1aa-821e-dd0b-1a456dd678e6,ConsenSys,5.0,Answer: 5
beee2370-f8f7-887c-4ad0-6a5978a82515,Chalk Digital,3.0,3
b8a68928-acc8-02e3-21f1-23c7e0451c82,BlocPower,4.0,Answer: 4
2d700722-597a-424e-df20-750e9ff3f9ee,Access for Life,3.0,"Answer:
3"
8b800563-4cb3-4bd7-2bba-afb91c1f11d9,Steam Logistics,3.0,Answer: 3
0042f9e8-4859-686d-fa8e-054717fda92e,Homebase,3.0,Answer: 3
defa5564-912b-31a4-d5ef-dd718e8ed3e2,Megacool,4.0,Answer: 4
e787d093-47ba-3bd6-84dd-ef24503b1ed7,PenguinSmart,4.0,[Answer: 4]
335366cc-f744-9b59-27e7-b0bcb6a3d47f,Prismo Systems,4.0,Answer: 4
50b7af75-dc4a-a12f-3ed7-18ef824bf320,eLearning Industry Inc,4.0,Answer: 4
a9b78471-42f8-eb98-11c7-87daaeba5517,TravelCat,3.0,"Answer:
3"
181125e9-a82d-567d-606c-6c316fa6c927,MODE,3.0,"Answer:
3"
2121a6dd-f361-bb88-a731-887a3ec9f0f0,SNOWE,4.0,Answer: 4
b6ee6084-33da-b430-d919-3b00777605a3,Kezar Life Sciences,5.0,Answer: 5
ea8355a8-abcd-a4a9-d88e-7d3a6e077d2e,SQL Sentry,3.0,Answer: 3
f3d33952-7a92-69c4-71d7-a01d77fe8182,RecordPoint,3.0,3
42442847-3325-25c1-526a-a9487c69ea5e,Kingdom Trust Co.,3.0,3
0caec4ba-406f-ba58-8f30-ae32d26189eb,Bokeh,3.0,Answer: 3
fe84a560-d5be-20e3-f440-d2e8aa7dae8e,Navinsure,3.0,3
a11752d6-4754-5afc-b6b6-78723f1ae970,LookyLoo,5.0,Answer: 5
0645ee91-1954-2c7d-9c7a-9d78e26ef0b2,Sonic Payments,3.0,Answer: 3
0b96dfef-6653-26f0-ccc1-18ed0086336f,Snowledge,3.0,Answer: 3
216e1ca3-0967-7233-a243-296d58b5bb52,Accelerite,3.0,3
461664df-9f58-394b-c7bd-fa6c0bb59073,Care 24/7,4.0,Answer: 4
51672795-59ea-00e1-e0c9-8972f0570aeb,TVRunway,3.0,Answer: 3
850b8087-3db9-e61c-385a-a3ae5584042e,Blackdove,4.0,Answer: 4
65b3fad1-0330-6f23-5e29-019c8165a28c,Laurel & Wolf,3.0,Answer: 3
b69bb56a-f671-d9f6-5b7a-855afe7efae0,Allure Security Technology,5.0,Answer: 5
651dca2e-8f17-4cc3-9b70-eee60234a2c7,Sharebite,3.0,"Answer:
3"
72cd5ac9-8992-1a78-0f17-6988f6d06695,Original Grain,3.0,Answer: 3
6cf186d1-ae51-9f62-526f-9a334910e32b,Komprise,3.0,Answer: 3
2db6a201-c84c-36c5-3ead-5947bf303bad,Sourcepoint,4.0,Answer: 4
9de4a743-6ff2-d457-a35f-c83b2668a566,VideoBomb,3.0,Answer: 3
fc1acd80-485e-ac26-efe3-6551bd164c04,Live Better Brands,3.0,Answer: 3
d05c6aad-88d6-f4fe-c76b-81ea2065f3b5,MicroOptx,4.0,Answer: 4
63efcade-4180-8a08-30a4-80d156f4c73f,CrossRoads Extremity Systems,3.0,"Answer:
3"
3ee41fd8-5560-588c-70e4-608a7e238453,Rescue Therapeutics,4.0,Answer: 4
81bcf14d-d14d-1c7a-7c3c-967b830ea6a3,ZingBox,3.0,3
048e9e01-26fe-5d8e-538d-0798919ec28f,UrComped,3.0,3
d42ca69d-86bd-5e07-ec8e-f790d794f74b,Cassia Networks,5.0,Answer: 5
5b53145d-6b5b-cf3b-d10e-1c3f3c2d4d04,Identify3D,3.0,"Answer:
3"
44809c89-cadc-1d70-1e13-8e4dcf6e985e,AppEx Networks,3.0,3
ccdbac31-5ab3-8fbb-9a88-0136d8ed0e2c,MyAvana,3.0,3
a3a2f957-0c73-8d33-bea8-9e96e2b860b4,Boostinsider,3.0,"Answer:
3"
f8b5bf71-e62e-1bdd-8456-1b7f07bc6195,Leapfin,4.0,Answer: 4
3587bd48-6269-d90c-d3a3-c8115ef4080c,Wash·LB,3.0,"Answer:
3"
9bb97b99-2b65-88a6-9170-54000aa4f1aa,Elsa,4.0,Answer: 4
dcf7da03-12bd-c53e-4b86-cbdb266953ca,EyeBuy,3.0,Answer: 3
a13ad16c-bdf5-8051-78e1-d84aa73a39b2,OJO,3.0,Answer: 3
a30dc24f-1319-e5e5-c6f6-4c5130c5d7b6,Quiver,2.0,Answer: 2
989da207-c097-8d88-d7d7-c8b7b9388575,Lemonlight,5.0,Answer: 5
1e2e62da-2753-aad9-2e47-b3c5e0299529,Capitect,3.0,Answer: 3
a02b71c8-7d4a-0c51-f8ee-bb1d0053cca0,CorVista Health,4.0,Answer: 4
a23ec6ee-639d-aaa7-6201-273c05a9cde1,Taranis,3.0,Answer: 3
f4913c05-0ee2-92a3-cfb3-22e8a577bdec,Boulevard,3.0,Answer: 3
62bdd91f-ce15-af96-285c-95dc8638ad20,Velo3D,5.0,Answer: 5
c722be0f-f7e8-ccfb-c319-fe8dc2752cdb,Astronomer,2.0,2
32c14a68-f04d-0e9d-6a5a-8ef7d52652e7,Planted,3.0,Answer: 3
7ee233d3-8c2f-4b6e-4a66-4b339e90bfbc,Apellix,5.0,Answer: 5
20fcdb2d-6573-9622-daed-4330d558ac1d,Onward Robotics,5.0,Answer: 5
d6518907-d96e-775e-036b-22bf9d132d95,Target Media Central,3.0,"Answer:
3"
4e6c2f59-a4ec-720a-3539-4586ec854b62,Vijilent,3.0,3
fd06721e-bc5f-2cd2-8e19-2d5c65eebaa2,EquityKey,3.0,Answer: 3
95f743e4-c96c-119e-e0a7-6c5a38c1c33f,Dadoof,4.0,Answer: 4
9ded9b52-ee46-6abc-e454-5dc0f7ddd1ae,Vina,3.0,Answer: 3
1ffcc142-1496-6539-3df8-5659b7f06773,LeaderAmp,4.0,Answer: 4
25837268-d902-f478-523c-9f1986432f76,EarMashin Inc,2.0,2
2c7e4242-5f3c-4411-4164-ac373d61beda,TVtibi,2.0,Answer: 2
960012ea-41d5-5dd2-4912-5af139fd04a0,Mountaintop,3.0,Answer: 3
9ace509b-dbeb-c8ca-eadc-0b4ed94cbd05,Fairwinds,4.0,Answer: 4
80a72846-c359-5336-eb82-4deefe0aabd0,"Appropo Software, LLC",2.0,Answer: 2
12a1cd19-59d8-54a8-78ea-d57d66023c31,FinLocker,4.0,Answer: 4
85716248-2654-25fa-65e0-1ac039b5977f,Udeo.Me,2.0,Answer: 2
bb385000-8949-69dd-c615-da4606dc712e,Betera,3.0,Answer: 3
ca18ccbe-34e0-9b97-3ecf-277701903552,Citruslabs,4.0,Answer: 4
a6dd69fb-f67c-3421-82d4-00219aae946d,Obe,3.0,"Answer:
3"
73041e50-c099-3f49-bc7b-571433551480,BlueMax Networks,3.0,Answer: 3
84ea6593-bec8-e1cd-3379-e193c9b68622,Jumptuit,5.0,Answer: 5
8ad83356-c617-60a3-e31d-132752e2c252,Tend.ly,2.0,2
9715a4a5-1143-af68-4e9d-0bd239c5baf9,ImPlaces,3.0,Answer: 3
c65dba67-4ecd-9387-291b-2ab0c9f4d50f,Homegrown Partners,2.0,Answer: 2
eb9eefec-5b8d-267c-d182-c7216d1d7f14,Sunplate Corporation,3.0,Answer: 3
6f76f468-40dc-9b3a-ed75-483f897aca88,Gleem & Co,3.0,"Answer:
3"
77b3d24d-87df-eb0d-1268-adae9e150a3c,Shout About Us,3.0,"Answer:
3"
47fd9044-b1ce-cb5d-76fa-046c2092f4aa,Trusst Brands,2.0,Answer: 2
08c6616b-223d-8603-b664-1360fccfd475,Snag-A-Slip,2.0,Answer: 2
93e21e84-9066-bddf-88b3-3c7bd1a3d860,Ecomedes,4.0,Answer: 4
1db0a423-17a9-f543-913e-d91348249a11,LG Fairmont,3.0,3
85ac05f9-bfa4-f466-c47e-b6f32a81afe4,Babyation,4.0,Answer: 4
38fdc93e-7916-fd4b-3258-fe85259832df,STRIVR,3.0,"Answer:
3"
dacc0c15-a75f-2e1f-b004-890766215ec3,Lrn,3.0,Answer: 3
8bcdaed0-09e8-9e99-9356-9d2bde394a51,Lyra Health,5.0,[Assessment: 5]
4008c564-0061-1b79-7019-974fd08668fe,Prescribe Well,3.0,Answer: 3
88ed9537-3ca7-3bba-6660-2623f4484cca,Mercato,5.0,Answer: 5
12df72db-1982-7280-062b-19dd420b6eec,Dynamis Skin Science,5.0,Answer: 5
ac2fcc62-d980-d2a5-e3ed-d04c71a45e3b,InsightRX,3.0,"Answer:
3"
8bbce6f6-ea68-0340-6948-ac885c1b84d8,Demisto,3.0,"Answer:
3"
7458519f-21b0-e986-5775-c69a4603ce74,Searchbloom,4.0,Answer: 4
f0edf6f2-a33a-fe7d-282f-8085c0865bee,UpCraft Club,3.0,Answer: 3
a4982fbc-25ae-b09d-d253-14acdb7b7085,Dimensional Research,4.0,Answer: 4
5824f413-291e-a207-0137-e8387db2546f,Confirm Biosciences,5.0,Answer: 5
1163bb23-6c2f-572f-8b13-f23563046d2e,Gustie,2.0,Answer: 2
b7136002-6f55-46fe-64f5-7e3c774da703,The Hawaii Project,2.0,Answer: 2
cd923aa2-c019-7fbf-9d6b-87502f77cc08,Splacer,3.0,Answer: 3
7db3c9dd-8ed7-daf7-b00a-227531fb7df1,Digital Currency Group,5.0,Answer: 5
03f02bdb-5c60-c1f3-b6f9-6814a2bab1cf,Beta Soft Systems,3.0,Answer: 3
015e1ae9-b56f-8a25-f392-9f7fbd492361,GLAMSTAND,5.0,Answer: 5
8092160c-26ed-22fc-668a-9bdbb8af5c32,Aclima,5.0,Answer: 5
fbfbc2f6-d112-ec2b-8261-6b1e168532a4,Ujama,4.0,Answer: 4
653bfe91-a261-a4d6-fe38-90a2a22d3513,MachineMetrics,3.0,"Answer:
3"
c82debe4-fd06-ea3b-6c3c-21fcb11b1ea9,"Affimity, Inc.",3.0,"Answer:
3"
bc156228-0d19-8b58-2515-5481e45cbe40,CYCLE Kids,3.0,3
1c53024e-e378-a6a8-3355-367ff3b6d3ae,NFWare,3.0,Answer: 3
216eb018-2fa3-a508-a092-c8d81184e592,TypeZero Technologies,4.0,Answer: 4
21865d22-cdb3-e3b1-4bea-6e25a9a912a8,Funomena,4.0,Answer: 4
cb4a82e8-2adf-b694-9bcc-301ab67eb696,Atipica,5.0,[Assessment: 5]
87c48856-dc5f-0ab2-88cd-97138628180a,Nurx,3.0,Answer: 3
d4ab8dcd-5645-fec5-1784-40cb3707fb84,Nimblestack,3.0,Answer: 3
1e3949d8-4839-a9b8-cf12-992948506512,Zum,4.0,Answer: 4
fb4a5570-9e21-0b10-3545-85bf7b45c71f,Scopio,3.0,"Answer:
3"
0bf82db9-4bd9-38b9-f9a9-9c9c957f2f90,Contract Intelligence,4.0,Answer: 4
ab8d69ec-d260-b81b-a5c8-f2cfdf7f9789,TrueCare24,2.0,Answer: 2
7eeb00bd-8979-6a00-7e07-7effedfb6f1f,Sumu,3.0,Answer: 3
805577e1-7e9c-b998-65a9-3be45831ce81,Enact,4.0,Answer: 4
27461d99-4423-dd80-3b73-7ade493f314d,"Healthiest, Inc.",2.0,Answer: 2
d2be6652-9645-f17d-8a9d-71f2fda24f7d,PodKeeper,3.0,"Answer:
3"
5fdb8f05-7509-1ae0-8c75-5222fa6dcd7b,Elements Brands,3.0,3
db1fa1ca-b7ca-dfed-dfdf-bdda94721749,Realine Technology,2.0,Answer: 2
50245f73-52bf-e962-5e4e-affaf9d81b54,CareLedger,3.0,3
b821fc13-e3f2-a9dd-c9c0-a1f79f20a350,Stryde Men,3.0,Answer: 3
168f1233-400e-2d23-a574-cc3210475085,Digital Asset,3.0,3
41c05f31-579a-7f53-a1e0-e3c5bce34e0e,Propel GPS,3.0,Answer: 3
71e5c93d-b9ad-2903-dfef-a85ff076e1fc,Gamepho,2.0,Answer: 2
3c89a45c-d217-ce5f-6cc8-fd156cb3297d,Gameplay.fm,3.0,3
4dd8899b-063b-f061-7beb-e5348e374824,The Pitch,4.0,4
c3f8e935-d5fc-28a2-3985-4350fd669e9c,EVE,4.0,Answer: 4
216a17e5-be77-18aa-83e1-897c9a374c4f,Wurrly,3.0,3
74555b4e-333b-9728-866c-d6b658c9875a,UnDelay.io,3.0,Answer: 3
63c27ce7-5bd5-fd80-0898-b9898f69a9c4,Fishisfast,2.0,2
391a1103-020c-7d10-d113-535f9e8bcd22,Maxwell Financial Labs,5.0,Answer: 5
b574feb8-35aa-85f1-9653-140f2aec48d1,Kari Gran,3.0,Answer: 3
6e36b550-c575-421b-ad19-aeebf41527c7,Teltoo,3.0,Answer: 3
e9c76726-af42-8846-dc0c-18bcdd589775,Meryx,5.0,Answer: 5
98ec12b8-8e20-3cd0-43a6-bd705574968a,Brandfire,3.0,3
b62e9696-0c18-4357-36d9-135c56821db8,Pushdot,3.0,Answer: 3
baa7ddf5-9b2e-8567-365d-3ff3e534fc59,"Verifacto, Inc",3.0,3
d312dbf4-ae74-fbc0-e485-d8438f527df5,Heads Up Health,3.0,"Answer:
3"
4c808311-ba32-1b8a-c3d2-da1c3fb03dc5,Ario,5.0,Answer: 5
7a924cc3-14d9-14c1-ecd2-6d19364f83dd,FleXyber Solutions,3.0,"Answer:
3"
30c21ef8-52ef-d3a1-db48-eaea0fa8855b,Intellectus Partners,4.0,Answer: 4
d18d2f13-b0fb-3b68-7881-9e0871516d31,UXReactor,4.0,Answer: 4
d9feb7ac-90c1-357f-633a-5307f9e986e3,Jewelbots,5.0,Answer: 5
4c8a2848-a83b-5066-f14d-323304ecf3c5,IRONSCALES,4.0,Answer: 4
a36939e2-e735-9692-b82d-132053aac7f5,WorkHound,3.0,Answer: 3
20d16ccf-022b-4ff4-9dcb-3020dcb8256c,Chaincode,3.0,Answer: 3
bfd96cbe-2a99-7d6b-9ba7-e55b64991ab7,Gunfire Games,4.0,Answer: 4
3f41a1e1-fd0f-50fa-70e4-1aa42922db2b,Beyond,3.0,"Answer:
3"
15879976-d81a-8e21-410a-7a954e672bd5,Schiller Bikes,4.0,Answer: 4
3df60a7f-7bd9-12bc-1291-6845276505f0,Target Test Prep,3.0,Answer: 3
08e92ca8-a93a-ae06-51ed-bd170002a8d9,Zipline,4.0,"Answer:
4"
4be69e56-6f83-c0bf-dc99-c4f6407d8a2a,Nara Logics,4.0,Answer: 4
edddd88d-40ab-cefb-3ae2-171f21949d1f,WhozTop,3.0,"Answer:
3"
6ddf416a-403c-ef1e-25bd-a0aeb1cbc364,Roomblocker,3.0,"Answer:
3"
140c8e0b-6330-c2a0-55ab-822a6370908f,Everlance,4.0,Answer: 4
1cca9742-604c-9aa5-116f-3d08963270af,Tiger Global Data,2.0,2
f00c2b09-8d25-09f8-01fe-26f580d358e0,Players' Lounge,3.0,3
4371a4fb-ad47-7101-883c-dbc4b199737e,DARTdrones,4.0,Answer: 4
878a8239-f8b6-a636-70b7-804a5b2adad1,Temblor,4.0,Answer: 4
fae34eb2-e56b-acf6-04c3-8a19eb40e729,LawnGuru,3.0,Answer: 3
c336ad4d-0e64-18a3-fbf1-12a7d6c0973b,Sanzaru Games,3.0,"Answer:
3"
41dc5ca1-6f10-5be7-8307-19445bd87bc2,ClearstoneIP,3.0,"Answer:
3"
c69475a9-33fb-fd2a-5e44-cc40e5e9eb47,La Mienne,3.0,Answer: 3
5c7c8bb1-37ee-f507-a7ba-f40ce21b1ba7,Localize,3.0,"Answer:
3"
5f44c1ce-f6d7-c3f1-7587-c34bcd86bf56,Embroker,5.0,Answer: 5
f59872a0-e406-1842-e451-48e1e3d8e479,Goat Group,4.0,"Answer:
4"
4c9371f8-c473-b608-0d03-c57ab0349e16,MotiveMetrics,3.0,Answer: 3
0d047da1-285f-a96d-833f-3b9d288317ef,You3Dit Inc.,2.0,Answer: 2
4f86a289-8306-c1e5-4345-a99662b3f395,Pick'em Pays,3.0,Answer: 3
9ce4d222-7556-4996-8757-82ea4f011f28,Hero,4.0,Answer: 4
1bb39d78-32a1-b38c-6055-7bb7f174d971,Kitterly,3.0,Answer: 3
6f1095c7-3f8e-9bae-11d7-505715bc7034,GadgetBox,3.0,Answer: 3
dab27eba-b903-3f19-6ba7-6a1316970b33,Dropel Fabrics,3.0,3
f24ab666-46b1-8440-2677-42102cb8daf2,Freer Logic,5.0,Answer: 5
6e261f72-4738-24a9-b7ba-5249b915619c,Super League Enterprise,4.0,Answer: 4
26a68161-bae8-0903-14f6-69c6f8e53c50,SafeBreach,3.0,"Answer:
3"
e361ccb8-be31-6d44-dac7-09bbb109e3c0,LOLA,4.0,[Answer: 4]
eb82e52b-88ba-419a-4d49-b2de81031c62,EduSynch,2.0,2
2a890671-4721-0d64-390a-ec045ebee447,Kionin,3.0,"Answer:
3"
b5ae67a5-97cb-2eaf-1c0d-1f662e496e2d,PublicAssets,3.0,Answer: 3
eafb244d-aac2-7203-dd8f-44d777cce8da,Snyk,4.0,Answer: 4
3f5c7349-835c-330f-b5aa-a359cdb3b163,Natel Energy,4.0,Answer: 4
b928dccc-8e13-1700-54d7-e09be4de78b7,Aptimmune,3.0,3
0d679647-8d15-692f-2c83-765c461d1fbf,1APP,3.0,Answer: 3
79619beb-1ebd-80f1-4be2-2cb406c03642,Designova Creative,4.0,Answer: 4
df94422d-fe7a-4530-38f6-7e26dd7f36ca,Service,5.0,Answer: 5
84cb726a-6f4a-2154-6172-ef7db8d250a9,Trusted,3.0,Answer: 3
4b6e93db-6bf9-2bc0-02da-0f8775ab9f0b,OpenBiome,4.0,Answer: 4
c225ea16-e0bf-048b-4234-ac42c5f1386a,Zenbuild.com,3.0,Answer: 3
059d7d5c-e9b4-a368-5e65-ed5be7b78e86,IDenTV,3.0,Answer: 3
9aa349b6-b3dd-bd2e-0386-84eb409cd402,Byte Foods,4.0,Answer: 4
0ffb6a40-ddc9-9bb6-62dd-b548c1526514,CulverBox,2.0,Answer: 2
78ff9bbf-303e-6fa4-e7a9-effe0b69f874,Harvard Apparatus Regenerative Technology,4.0,Answer: 4
309f07b1-770b-b031-73f0-59d696c1f757,LiveAssay,2.0,Answer: 2
323d9afa-ee49-219d-a6ba-2a64e5ca1316,ROAR,2.0,2
6fe94dfc-cc6d-997b-1fa9-36e0e667f45c,roOomy,4.0,Answer: 4
f8b61e87-0d98-0d42-9538-43e7f2c70c32,Crent,5.0,Answer: 5
d2dfc6c3-bcc4-5b4b-a13d-975fce52a9df,Weepo,3.0,Answer: 3
e2cdc410-b08e-9ee5-ea2f-4efde5a18d43,Lumity,3.0,Answer: 3
d80fb415-4d89-5e69-c457-851d128b2b24,Meta Matter,2.0,Answer: 2
11e49def-ae00-4428-3397-8eba8b0279e3,Zube,3.0,Answer: 3
949756c7-18b2-f9e9-2f26-0c7b9e48d292,STORY SPARK,3.0,Answer: 3
2119fbb1-d50b-bbdf-489a-dcdd6fd5f1fa,Form.io,4.0,Answer: 4
507597d9-3b91-e19f-ae9d-bbce93da02b5,Malartu,3.0,Answer: 3
72433043-1d85-ccf4-4325-32cc2a8fe55a,Maternity Neighborhood,4.0,Answer: 4
95657c0f-8866-8b49-0bb4-d0862a204843,Top Flight Technologies,4.0,"Answer:
4"
aa8a1dbc-6982-7a41-8adb-695a5c6a2150,ArcheMedX,3.0,3
8e683417-0b52-0f0f-bef3-ffeb3f1ac1e8,Rose AI,3.0,"Answer:
3"
46afa5f0-bdba-6bc5-ceb8-f1ddcb91ef2b,Sightworthy,3.0,Answer: 3
857fd44c-3793-04be-e74c-879ddbbcbc95,RioGin,3.0,3
2e2e906d-38a7-1db4-ad26-7515f2b087e0,Fulfil.IO,3.0,Answer: 3
b62e2499-a1da-c8a5-86b4-abe842654dc6,Lily AI,3.0,3
9dee2510-ea59-dee4-5887-c2910e31e9f0,PhotoniCare,4.0,Answer: 4
d93405c5-4c29-543d-087c-4288691a8847,My Doctor Medical Group,4.0,Answer: 4
59e1f91b-3139-9aef-bbcf-d0a0a5b7716a,Cloud DX,4.0,"Answer:
4"
d0a89a12-de9a-a059-3c2d-389950359706,SET,4.0,Answer: 4
1d4e6a08-5f87-e1fa-17c2-25f39ef1d853,Willing,3.0,Answer: 3
f6e85ed2-c647-88ee-7204-38359f9dd101,Refluence,3.0,Answer: 3
f0c6139c-55c8-822b-69ac-66673c2c64e4,Standard Luxury Group,3.0,Answer: 3
f2f86a2c-22fb-2d0b-8472-e0edd38a2c4a,Novoloop,3.0,"Answer:
3"
f9d73935-a7d2-e709-9896-4715c57c96ba,Reveal Design Automation,3.0,Answer: 3
f5124849-22ac-f3be-f04f-1c44d171e88d,Monopar,5.0,Answer: 5
ce46db6a-6098-7000-3279-ea5ec887a382,Nava,4.0,Answer: 4
bd571620-3faf-206d-83c3-4a6d221dca41,Tango Analytics,2.0,Answer: 2
f727a12c-3306-09b9-0099-363a08603e76,H2O.ai,4.0,"Answer:
4"
39fb82df-ecdf-5372-6091-293d92fcc288,Cloott Inc.,3.0,Answer: 3
a5d24d05-2619-5ac5-6393-cd3720cd1963,ODN,5.0,[Answer: 5]
eadb21cd-d195-dffd-0486-81afee51c1c2,Common Living,5.0,Answer: 5
49528f47-400a-f6e6-d515-dea4c6d22717,Bear Necessity,2.0,Answer: 2
9deb0d5d-b47f-5afc-895d-14d9f847f507,Ziel,4.0,[Answer: 4]
e0970012-ad6a-bb29-5ab7-fbc7193a4d69,Timescale,5.0,[Answer: 5]
24462e1e-1db4-b261-1725-79a97bc546ca,Scrubbed,3.0,Answer: 3
246ea0ff-312a-6b1e-16cf-c7cb66d798c4,REUNIONCare,3.0,Answer: 3
7bda4a16-a00a-501a-358e-c713b79d53a0,Innovu,5.0,Answer: 5
b054d8ea-bf86-00c8-bdc8-e7bf00bbde76,Cherry Tree Dental,3.0,3
dea7e3d0-a30d-116b-3e73-0744acf50acd,Vesselon,5.0,Answer: 5
ee0c13f5-e7dc-02eb-572d-4c20df86b826,AnswerStage,1.0,1
2bcbac7b-165f-fc48-102f-dc157c56e542,Rubitection,3.0,Answer: 3
0774a0c0-6363-9100-57e8-089134bf3f8b,Cobalt,4.0,Answer: 4
62faf6ca-48e4-61bd-ac66-c1318d0270c4,Boom Entertainment,4.0,Answer: 4
10b9428f-7f9d-51d1-18e0-a10be0bbad08,Ixcela,3.0,Answer: 3
ed467272-40ac-5c18-a29d-2fb434944adf,Tala,5.0,Answer: 5
20b5143a-a354-53fe-9bd2-fd82a4b791c5,Telesense,3.0,Answer: 3
1369973f-4aeb-6d7c-74ad-a0ce29f29cfa,GetSomePlayer Network (G.S.P.N.),3.0,"Answer:
3"
bbfebfa8-0ea7-610f-6062-b4dd892474bc,SavantX,4.0,Answer: 4
af8d310e-014e-7030-2a32-0f9101219699,Blink,3.0,Answer: 3
2e8d54cf-637d-dcf9-1b56-6a492e95b54e,RoomZoom,2.0,Answer: 2
dcfdfa23-45db-9b77-299c-5695999437ac,Xenco Medical,3.0,"Answer:
3"
4dbbf245-bf87-282b-ad83-e95789a92228,Gluon,4.0,Answer: 4
d3ad0799-b979-1d00-8ccc-d62addbbb32c,Vigeo Therapeutics,4.0,[Assessment: 4]
2fc975af-fa94-3639-20a2-8e59f3c8d39b,Thrilled,4.0,Answer: 4
0e12468f-72c1-99a8-77c0-0719aa74cd22,CRiskCo,3.0,Answer: 3
e46ed4cc-8555-b30e-be2c-320a46dcc69f,Sea to Table,3.0,Answer: 3
4778dc40-e850-9bce-b9b4-a4be47b542c7,Near Field Magnetics,4.0,Answer: 4
6eb62bed-856c-8351-bd74-88cac18cb32e,Africa Bookings,3.0,Answer: 3
d4972005-ecc9-9ae6-4908-1925495fe9de,Plannit,2.0,Answer: 2
e7f12d70-d7aa-2e5d-11b1-748a8dfd0f1c,Functional Family Medicine,2.0,2
2ae3599e-d10f-abab-028b-393ed704b559,CallAGrownUp,2.0,2
6f0eb76c-2cba-93f8-116e-796b342a6cdf,WebClues Infotech,3.0,Answer: 3
ad878bfe-d71d-f442-f786-08fdceb569b8,RiskLens,3.0,3
addd2223-2e04-ab19-292b-32d86fa10e9b,Else,4.0,"Answer:
4"
a3141211-598c-c2c9-29d7-aee07ad76549,EarBuddies,5.0,Answer: 5
5c189d6c-ee6e-9906-9843-d2ec44eadb2b,Corpa,3.0,Answer: 3
251f261d-c0d3-6409-0672-adf35dd628a7,Waitwhile,3.0,Answer: 3
791fcc7d-9b15-e7e2-f3d9-a73ed0343589,Sunhouse,3.0,Answer: 3
ab07256c-8bdd-45d8-efc0-8a2abc71e3d2,First Care Clinics,4.0,Answer: 4
e1ded1dd-5892-52c3-796f-918aab5c28e0,Cash Doctors,4.0,Answer: 4
3edcfd7d-0b1c-9c4c-95b8-128d5c17f8ab,Navitas Semiconductor,4.0,Answer: 4
0d9a1991-709c-841d-f3ea-69c7959e3534,Clinect Healthcare,3.0,"Answer:
3"
ec370f9b-7bd4-fcac-6cd8-f80f1dcddd4c,Crux Systems,3.0,"Answer:
3"
34174f65-c4a4-db49-1ed1-c7a12d9155dd,Verge Genomics,4.0,Answer: 4
3dd31dcb-9291-d9d6-f86c-e754b3236367,ZendyHealth,5.0,Answer: 5
980d4785-8369-5a80-7f2e-af48542a7521,"Roonga, Inc.",3.0,Answer: 3
bc6dcc7e-6f0b-6dc8-e8a4-89527e00f853,Pocket Prep,4.0,Answer: 4
96366c24-c5f1-5dbf-d637-62321e52a7c0,JuiceQube,4.0,Answer: 4
31288964-e3f0-4b9b-bdb1-8721cf61e316,Datasembly,3.0,Answer: 3
2098d8a7-1aed-ecac-1226-e573334cfbf8,Master & Dynamic,3.0,3
a896d959-3d05-356f-0fc9-b95ee2073fd3,Axiom Exergy,3.0,Answer: 3
3fa7688a-64d5-44c6-e49f-2ea50056c4c9,Blue Mesa Health,3.0,Answer: 3
b9dff349-12fa-b4ca-a3fc-dbb691543657,Comic Cartel,2.0,Answer: 2
8cd8d2d8-7aa6-668b-e2b4-78335fe11c88,NewStore,4.0,Answer: 4
31ffc859-f487-7b6e-74d4-2cbd0d15492b,Outward,4.0,Answer: 4
54153317-c697-3fd8-ade3-abe280d6187c,Playy,3.0,Answer: 3
d1d289e3-68c5-2b96-7ca5-8db4d45a4f5c,EQIS,3.0,Answer: 3
514d23cc-90f2-823f-756a-532ec2d4cd73,krtkl,3.0,"Answer:
3"
d9559927-148d-0ffc-a8e4-e86bee4181fe,RateGator,3.0,Answer: 3
2699b481-5505-b308-73bf-d1607fc65991,Wise Systems,4.0,Answer: 4
f0aa0fcd-30ff-6f28-ca1c-2070f84e9212,Assembly,3.0,Answer: 3
1ab8a5af-fff3-27f9-9146-7988ad09a800,growth[period],3.0,Answer: 3
b4f8c0f9-71f1-5586-4f4f-4ec947e48770,Ader,3.0,3
4fa6c03f-e6e2-5ff7-b874-73ffc20513dd,Saphlux,3.0,Answer: 3
169f3b11-381e-eba0-185f-c18a443d6fc7,Douple,3.0,Answer: 3
db52fa4d-a306-b614-1d22-0b56258a0e80,Laundri,3.0,Answer: 3
cea0dab3-4659-c1e7-5211-b9cb0c1a457f,RangeForce,3.0,Answer: 3
71863d64-d826-f240-69c3-9867a70236c3,Fairygodboss,4.0,Answer: 4
5026e622-2c92-dfea-80ac-8c6ed94eed64,Zenoti,4.0,Answer: 4
e8f17470-a4df-bf06-2b16-8c272a0c3180,Stormhaven Studios,3.0,3
459198b2-3f32-99c8-2757-238debebd972,RackN,4.0,[Assessment: 4]
de1c54b3-46d3-f253-6b2e-edc692bd4c24,Immuno Gum,3.0,3
